"oyster","temperature","substrate","depth","clarity","salinity"
0,50.3236837126315,"rock",7.51502769440413,0.425993649521843,0.814311911119148
0,43.2015390368178,"rock",4.10988626163453,0.878915776498616,0.930077774683014
1,52.1473367791623,"rock",6.29823660315014,0.0719501308631152,0.232313898857683
4,59.8759054625407,"rock",3.05560145759955,0.105831683147699,0.654148203087971
1,51.2340937228873,"rock",1.50176668469794,0.329872304806486,0.833850346272811
6,48.533494323492,"rock",1.86552054341882,0.309144674334675,0.0916279070079327
0,55.8425902621821,"sand",1.49372453987598,0.147794764256105,0.296865976182744
0,44.3058142252266,"sand",4.58044305769727,0.246765457326546,0.241689265472814
6,55.6564126908779,"rock",7.15005346830003,0.517313873162493,0.819122973829508
0,42.9514087550342,"rock",2.88696996681392,0.210061084944755,0.359934424515814
0,49.4524162495509,"sand",6.38490067911334,0.605869144899771,0.762013107771054
NA,40.9197917580605,"sand",7.09821331035346,0.111998453270644,0.361400999361649
4,56.9820778630674,"sand",4.26814650930464,0.539370344718918,0.0870905953925103
4,56.2664187373593,"rock",8.41355894482695,0.489316039253026,0.374125368427485
0,46.6440332401544,"sand",6.45786316599697,0.935354912886396,0.977280813734978
2,45.6917871441692,"rock",4.24458555784076,0.375469580525532,0.900058700470254
4,55.8569205692038,"rock",8.33847928140312,0.521999490214512,0.449710289947689
0,42.8123919200152,"sand",7.96534791495651,0.576976247364655,0.536288416944444
9,59.9209928885102,"rock",3.99290110776201,0.766356751089916,0.311312501784414
NA,40.6013527605683,"sand",5.94025375391357,0.998856947990134,0.551428450038657
3,48.7821539351717,"rock",2.35304599953815,0.194074258906767,0.219829908106476
0,47.5940151419491,"sand",5.70341265690513,0.521352479467168,0.206993417814374
5,51.5315660275519,"sand",1.93067517643794,0.60994985816069,0.727858679136261
4,51.2752464972436,"rock",8.58226630021818,0.0035219551064074,0.277892333222553
0,47.3078872449696,"sand",5.74688693578355,0.432718163821846,0.0939559894613922
0,43.6714237881824,"sand",8.14645819668658,0.424964177655056,0.958719672868028
0,54.0983801754192,"rock",9.39001815929078,0.105528844986111,0.0984989267308265
2,46.0197289241478,"rock",8.2540509335231,0.249923984985799,0.141211243113503
0,51.8053716327995,"sand",6.84998156526126,0.491871478268877,0.941371674649417
0,56.5891880821437,"sand",1.06695106555708,0.356095581315458,0.517317784251645
0,42.6481490861624,"sand",2.98025494371541,0.803663282422349,0.611089121550322
0,47.6894410746172,"sand",3.57520551746711,0.0803745950106531,0.384390997001901
9,59.7511022537947,"sand",2.12856357661076,0.283751941053197,0.215134358033538
0,47.9191434569657,"sand",4.3632664650213,0.392865302739665,0.454121172893792
0,42.1933465823531,"sand",2.05146557185799,0.249976893421263,0.57298933644779
0,49.5237881643698,"sand",8.01679245545529,0.470124039100483,0.987281600711867
0,47.3360133683309,"rock",2.89874004689045,0.390421968884766,0.783748077927157
0,41.9367362232879,"sand",1.84633805300109,0.0106380875222385,0.482552453875542
1,53.0752928415313,"sand",2.43289555050433,0.153052904177457,0.959722786908969
0,55.2971825981513,"sand",5.53456685971469,0.820409084437415,0.150240714428946
3,51.2294625956565,"rock",1.619152325904,0.496313726529479,0.249772429233417
10,58.2003754610196,"rock",5.50125320348889,0.770948456134647,0.19882109737955
0,50.2146016061306,"sand",5.68950321339071,0.255326124373823,0.612105125328526
0,54.0998900961131,"sand",1.86415545199998,0.407711873529479,0.324453504290432
0,59.2911184672266,"sand",9.96847864193842,0.2649448197335,0.0102785383351147
0,52.8726238617674,"rock",9.15721121570095,0.600893726339564,0.491434069583192
0,42.3619824228808,"rock",9.27212944463827,0.1916994235944,0.968813833780587
4,51.394862998277,"sand",1.83561775810085,0.521427563857287,0.230553157394752
0,54.448210853152,"sand",6.88898337795399,0.12102386332117,0.377695196075365
0,49.9047824600711,"sand",9.56228280905634,0.63787361071445,0.568013441748917
0,42.0334720425308,"rock",1.75839569908567,0.393943094648421,0.370482128812
2,55.3061467316002,"rock",1.04250051337294,0.0153337433002889,0.470336037687957
3,48.658393570222,"sand",1.01145531865768,0.0194323109462857,0.471797937527299
4,53.3838095841929,"rock",5.03645431809127,0.891308736754581,0.0240265438333154
0,48.3445697976276,"sand",7.04631163761951,0.0298618483357131,0.989857436157763
2,51.5719670196995,"rock",5.03093784186058,0.695671032182872,0.908830520696938
0,48.7920013954863,"sand",3.89148975000717,0.140345150837675,0.930657201213762
0,53.132259673439,"sand",7.7971631293185,0.0303359646350145,0.978507622843608
3,52.4996073637158,"rock",1.50881362101063,0.695240658940747,0.919094875454903
2,50.292683406733,"rock",7.83529504085891,0.764568133745342,0.84458969021216
0,56.7195759527385,"sand",9.1995944599621,0.630153863923624,0.419978855410591
0,47.3935197805986,"sand",5.76521686301567,0.335633144015446,0.4787902161479
5,51.2387096928433,"rock",4.12046827818267,0.573185259476304,0.47984939115122
3,43.1361240753904,"sand",3.9004307826981,0.110223734751344,0.890019762562588
0,44.6512482548133,"sand",5.4426270169206,0.616283400915563,0.894847025396302
2,54.6231883158907,"sand",1.95344409462996,0.27246852288954,0.334426358342171
NA,41.7335751419887,"sand",6.21238864795305,0.606903177686036,0.858718354953453
5,57.8913044324145,"rock",3.47391063254327,0.952691852115095,0.341983001213521
0,57.3596400860697,"sand",1.30440742149949,0.720949647948146,0.405160290421918
8,58.9795092493296,"rock",1.659650511574,0.221192088676617,0.142385767074302
2,53.7721699755639,"sand",4.91026237071492,0.883115467149764,0.99806612636894
1,46.7586750537157,"sand",9.54739734320901,0.106199679430574,0.133568498538807
2,53.192437896505,"sand",4.31841248087585,0.169313876423985,0.541043692734092
0,45.4604865051806,"sand",7.14432192710228,0.415101516060531,0.763434462947771
4,49.4941722974181,"rock",7.04071571980603,0.057971372269094,0.616229931823909
0,50.549635742791,"sand",6.35931030963548,0.0218909764662385,0.651957541238517
6,55.1408970961347,"sand",6.90436175838113,0.876032800413668,0.983434148831293
3,59.4263638695702,"rock",6.21546997805126,0.90123995905742,0.796679880935699
5,50.6126510491595,"rock",4.27761659305543,0.581667099613696,0.702881246106699
NA,40.4217162402347,"rock",3.64943000883795,0.92803147691302,0.32715392136015
6,58.0033842287958,"sand",4.66769239585847,0.271640381310135,0.159355684649199
0,42.5059221033007,"sand",5.10978668997996,0.351606654003263,0.975795202422887
0,47.2416349407285,"rock",6.42031536414288,0.13076658686623,0.88103727134876
0,43.7965488247573,"sand",5.1211996988859,0.735734003130347,0.194859849754721
0,45.9430726990104,"rock",7.63174761971459,0.938589186407626,0.165810804348439
NA,40.5315764108673,"rock",4.39675755356438,0.354540381813422,0.957671099575236
NA,40.9385340753943,"rock",8.63095694337972,0.109800796955824,0.737031511962414
2,49.3493359629065,"rock",4.07112866197713,0.367493276949972,0.726312208920717
0,43.4490892617032,"sand",3.7692520597484,0.666167615912855,0.720528746722266
0,58.0602998053655,"sand",9.70290256408043,0.698371618054807,0.832411402370781
0,53.8101622648537,"rock",3.10638489853591,0.642254604957998,0.75284665520303
2,49.8988255579025,"rock",2.9173210603185,0.473020409699529,0.119154825573787
0,42.1812507230788,"sand",1.51566137187183,0.267231802921742,0.583543826825917
4,54.5329471910372,"rock",2.04490889934823,0.268356123706326,0.956898509757593
0,45.2389248227701,"rock",6.51553792483173,0.758485174970701,0.177078819368035
0,40.3463074844331,"sand",9.04407010111026,0.110662455204874,0.0305933239869773
NA,40.7186074741185,"sand",7.32833379111253,0.695979474345222,0.904739012708887
1,42.8412774065509,"sand",4.5796304133255,0.699297469807789,0.678854757454246
0,54.1724467044696,"sand",2.81823841109872,0.95820067753084,0.523492102976888
0,49.2610001843423,"sand",7.85726938396692,0.560662301257253,0.646050960989669
0,55.2325769653544,"sand",8.27841254323721,0.693171251565218,0.915524195414037
0,58.6674832785502,"sand",1.6917330569122,0.22733121458441,0.500448842300102
0,58.5206063091755,"rock",7.72053407528438,0.155881677288562,0.344482681248337
2,58.4130918188021,"rock",8.06619714666158,0.642228777287528,0.897235746495426
0,43.9289080305025,"sand",8.63495087623596,0.601319166366011,0.53540621814318
6,49.4094989169389,"sand",8.30592466308735,0.0839949504006654,0.147041198797524
1,43.9512777281925,"rock",9.27073041489348,0.990277859847993,0.439241416053846
0,54.8329581879079,"rock",5.87207082728855,0.413890801137313,0.327816461445764
0,42.3929376434535,"rock",2.1729027107358,0.905513081233948,0.568694061832502
0,43.0779779469594,"rock",8.7995041331742,0.616572451079264,0.344813519623131
2,44.8019743710756,"sand",5.39493107306771,0.373767920769751,0.192615251522511
NA,41.0186167201027,"rock",9.15725213824771,0.179198917699978,0.538167060352862
1,49.6349731134251,"sand",4.57527073612437,0.670330615481362,0.689640413969755
0,57.1254136459902,"rock",6.46218785922974,0.0469146750401706,0.618141733808443
1,45.9228421421722,"rock",2.78530372795649,0.0576947492081672,0.44929823721759
7,58.4738183487207,"rock",9.11390318558551,0.614276943728328,0.811314246151596
0,54.157886179164,"rock",2.30883394763805,0.788831954821944,0.883367542875931
2,58.9923811983317,"rock",2.65805547847413,0.581381450407207,0.0745554151944816
0,53.4629323147237,"sand",7.08298721234314,0.527985757216811,0.183986690361053
0,54.543079151772,"rock",7.35751522146165,0.764496340183541,0.960381986573339
0,43.2796320086345,"sand",4.57977807312272,0.846807233756408,0.0746934066992253
0,59.43337012548,"sand",4.92843564646319,0.50862405099906,0.773000265238807
1,47.8393584489822,"rock",4.34775249683298,0.874617061112076,0.741252227453515
0,43.1877962080762,"rock",2.449232326122,0.128629758488387,0.904195968760177
NA,41.0532961087301,"rock",1.79424377041869,0.189184802817181,0.430110604735091
0,54.1012674150988,"sand",8.46845256304368,0.164651985280216,0.285154413897544
0,45.0939942989498,"sand",2.41228003124706,0.242552408017218,0.796010754304007
1,44.5813539857045,"rock",2.28462567436509,0.693963852711022,0.542248119600117
0,55.5820710817352,"sand",6.96334381541237,0.833821744890884,0.610719240037724
3,46.6842251969501,"rock",4.45914807380177,0.379095636308193,0.812912463909015
3,52.7973502129316,"rock",5.56454398622736,0.507698713568971,0.199059767648578
5,55.3156792419031,"rock",2.64522000402212,0.727803762536496,0.291968033649027
0,48.3121127262712,"sand",9.90770617267117,0.14886616403237,0.857836318435147
5,53.8481240533292,"sand",5.19010641751811,0.939882670529187,0.183629317441955
0,40.3163026459515,"sand",3.30162145104259,0.35115784057416,0.856058238074183
NA,40.4953313013539,"sand",1.15074618370272,0.651743358699605,0.989811303559691
2,51.149397525005,"rock",2.29118652734905,0.436680384213105,0.0492318340111524
0,43.1911206850782,"rock",6.52560418401845,0.954053326742724,0.195526256924495
0,42.7610819693655,"sand",3.87717614579014,0.165367537178099,0.573260095436126
1,45.2878476213664,"rock",4.39110683067702,0.205764411250129,0.16576564242132
0,44.6871585398912,"sand",4.03438544319943,0.400309168966487,0.01028698310256
0,46.3005817960948,"rock",5.56940618995577,0.346358366077766,0.886762593174353
2,59.7766949003562,"rock",4.20315904496238,0.307643687585369,0.77088436181657
4,56.0540249291807,"sand",4.3670990546234,0.071902782889083,0.733154928777367
0,52.1316767390817,"sand",9.00359315099195,0.611823274055496,0.856866565067321
0,47.0872529037297,"sand",1.41854947991669,0.491640381515026,0.626600391697139
0,53.0567666422576,"sand",6.70486735412851,0.657730819657445,0.35123968240805
6,58.5766541119665,"rock",6.69919559266418,0.103365809423849,0.329342346871272
1,50.7145572919399,"rock",9.43736431165598,0.250255554448813,0.327150142285973
0,50.8517828723416,"sand",9.50662317289971,0.0518297411035746,0.952244898071513
0,52.2729508299381,"rock",1.73010692256503,0.296711788047105,0.675670135766268
4,55.644939658232,"sand",4.25561294471845,0.156426008557901,0.040662947576493
0,47.6790643716231,"rock",5.00315879192203,0.587960998993367,0.634370273444802
NA,40.6230316869915,"sand",1.61261175083928,0.236026491969824,0.169559903210029
0,49.6434956230223,"sand",2.21255727880634,0.124179874546826,0.231258413521573
0,52.0137147745118,"sand",5.99355161911808,0.817719830432907,0.779418693156913
5,50.827784310095,"rock",3.13858669321053,0.834520002594218,0.453176346607506
6,57.6352853840217,"rock",4.41884208726697,0.720336111262441,0.954412466380745
NA,40.067806369625,"rock",7.41838017036207,0.630834950134158,0.228415380930528
5,52.4237914290279,"rock",3.33730130176991,0.308890577638522,0.854043960105628
6,59.8194651119411,"rock",8.90646259044297,0.193380687618628,0.576795255299658
10,58.655262440443,"rock",2.74935221346095,0.211905110161752,0.455768029205501
0,47.481190469116,"sand",6.31508952379227,0.0975513032171875,0.0550105944275856
2,44.0327729051933,"rock",2.79000434535556,0.0911118579097092,0.249760041944683
4,43.4002189943567,"rock",5.42051649512723,0.94152126298286,0.900211905827746
0,42.6108019705862,"sand",9.93856877181679,0.242535074241459,0.787503329105675
0,43.1342860776931,"sand",9.08411000412889,0.186779512092471,0.23654859373346
4,49.9545003799722,"rock",3.2217033423949,0.496619594050571,0.439514199271798
5,58.59989924822,"rock",2.76893143192865,0.764422077219933,0.0986155264545232
0,51.9466930767521,"sand",4.69431112008169,0.332744519226253,0.774087495170534
1,45.6612012954429,"sand",8.58768430375494,0.237833602819592,0.419694691197947
7,49.3194743571803,"rock",6.78526576259173,0.328518415568396,0.708381169475615
0,53.2019222667441,"rock",7.61447785445489,0.342259153490886,0.246829116716981
4,53.8817781535909,"sand",1.77319240896031,0.492939718998969,0.270962980110198
NA,40.2405384322628,"sand",5.31617465429008,0.184969594702125,0.057647273875773
0,54.2434315476567,"sand",6.7718950281851,0.346990058198571,0.952303611207753
0,55.2309454465285,"sand",8.96239075763151,0.60888056573458,0.514901797752827
0,42.7207730058581,"rock",5.25979186943732,0.191524042282254,0.641897972440347
0,59.5468852948397,"sand",6.05195927899331,0.114816926652566,0.453936459263787
6,54.7452012030408,"rock",6.10228948527947,0.258616585750133,0.253679047105834
0,44.0013361629099,"sand",5.03094988246448,0.333625385304913,0.701968080131337
0,41.0031331703067,"sand",7.47243866184726,0.658474224153906,0.0286559462547302
0,47.8321871580556,"sand",8.7141935271211,0.345396217657253,0.203679508529603
4,57.8478507185355,"rock",5.43645889800973,0.452210368355736,0.872750120935962
3,56.4831169880927,"rock",1.89461210300215,0.407684304285794,0.669730993686244
0,50.7462276052684,"rock",5.63623644295149,0.575791964307427,0.575086059747264
0,52.2298512421548,"rock",7.88589357282035,0.698720640735701,0.375162926968187
0,57.0482622506097,"rock",3.95169845665805,0.440089824842289,0.500459589064121
4,49.2273020325229,"rock",3.21287735761143,0.665322958258912,0.854727474972606
NA,41.2365735508502,"rock",6.52766019152477,0.520634964806959,0.225187688134611
3,50.6366815278307,"rock",1.6801984810736,0.400247887242585,0.434796238085255
8,59.482099916786,"rock",7.25611716788262,0.0275995642878115,0.944532266352326
1,43.9715052349493,"rock",5.22180269123055,0.18028174014762,0.948511115973815
3,57.3018253268674,"rock",6.13706046738662,0.474169207038358,0.519282080233097
0,42.8375882841647,"rock",6.96831109048799,0.615380237344652,0.342712481506169
0,49.8721417877823,"sand",9.35312938247807,0.664730552583933,0.950341428630054
4,52.4774276232347,"rock",2.17870686226524,0.111248627305031,0.856439066817984
0,43.2860117964447,"sand",3.67809080774896,0.278780926484615,0.532386311097071
3,52.2332295170054,"rock",7.3132660461124,0.521850260905921,0.716109267668799
NA,41.6377180675045,"rock",2.1892717462033,0.23563855048269,0.226695331279188
0,49.7508956678212,"rock",5.75532394158654,0.918492566328496,0.44510238384828
7,54.9411279708147,"rock",7.87165255378932,0.252047940855846,0.0194317633286119
1,48.9280156698078,"rock",5.36686823493801,0.222370327915996,0.0632429460529238
0,46.352294399403,"sand",6.67043605283834,0.315322745824233,0.0939840720966458
7,56.5121127804741,"rock",4.45261436142027,0.513399177230895,0.393229952082038
1,45.2484767604619,"rock",5.98223066027276,0.678282869746909,0.864886813564226
3,51.4410383347422,"sand",3.0487333596684,0.338599831797183,0.288811195641756
NA,40.1114356145263,"sand",5.36088609788567,0.537093118531629,0.0731600893195719
0,49.8086789203808,"sand",3.97848900989629,0.624297742033377,0.752241904148832
5,55.8687704987824,"sand",1.41254503023811,0.389039626577869,0.942734795156866
0,56.9252858497202,"sand",8.16924780979753,0.470074287848547,0.0169287270400673
0,44.6860605012625,"sand",5.63428388908505,0.99255114258267,0.707732034148648
1,43.0440788622946,"sand",3.80641706637107,0.346653547603637,0.0934042318258435
0,44.6830104058608,"sand",5.84420952992514,0.144065677886829,0.486122146248817
4,53.2274947455153,"rock",2.47729856101796,0.429498688550666,0.135368436109275
3,56.3592360494658,"sand",1.15531536447816,0.725011917296797,0.630449766525999
1,54.981354130432,"sand",8.2147190226242,0.701887646690011,0.676650440786034
0,44.4513201806694,"sand",9.66967292805202,0.2300128871575,0.26970512419939
11,56.8664141092449,"rock",8.56272708647884,0.899118144996464,0.579820967745036
0,40.8681975491345,"rock",7.77086799056269,0.443128144834191,0.317969923373312
0,41.8895180802792,"sand",4.33292920794338,0.273800428956747,0.367396019166335
0,58.7217349279672,"sand",9.81514571490698,0.11328113800846,0.816565884277225
0,58.3818288752809,"sand",8.44059123215266,0.756610883167014,0.753062843345106
0,54.627970866859,"rock",3.73796127946116,0.737759701209143,0.298965244553983
2,45.9323273133487,"rock",3.03436789033003,0.359541870420799,0.105548529885709
0,44.2475753091276,"sand",3.6956497465726,0.648966324981302,0.629404951352626
5,46.8917270936072,"sand",4.79880422074348,0.0662434222176671,0.94107622327283
2,46.4420851133764,"rock",9.14584591239691,0.053303552325815,0.932354434859008
2,50.6113642035052,"sand",8.34722977038473,0.267780500231311,0.148586824303493
0,51.1042584991083,"sand",6.35743623133749,0.591574870282784,0.225883349776268
7,55.4556341655552,"rock",9.3449849113822,0.774151519406587,0.214093909133226
3,50.7510822918266,"sand",3.27116140327416,0.225932035129517,0.30703929043375
0,43.5709931747988,"rock",4.73223196272738,0.78741803416051,0.174760928377509
1,46.4216081006452,"sand",1.01813039602712,0.783785867039114,0.365878513315693
0,52.1691506914794,"sand",2.30318294186145,0.859322949312627,0.489073103060946
1,43.7773907277733,"sand",3.27296702656895,0.136530781630427,0.761381208663806
NA,41.0949004860595,"rock",4.26646005990915,0.147732926765457,0.899488447001204
3,54.5626839110628,"rock",8.9067850841675,0.75454451632686,0.980785831576213
6,52.0135467872024,"rock",4.75779547868297,0.871364812366664,0.511020296020433
4,55.2528872853145,"rock",2.09286140277982,0.70461533521302,0.642819963628426
0,58.3001158386469,"sand",2.17691707029007,0.106662762351334,0.202716360799968
4,55.5413491977379,"rock",8.34569538757205,0.955579400761053,0.556570092681795
4,49.9771690089256,"rock",6.48537322180346,0.580188292777166,0.114879382541403
0,54.2957932688296,"sand",9.68292074813507,0.328016381012276,0.672267350368202
0,46.6100908443332,"sand",8.25781478942372,0.922269520815462,0.762640662491322
NA,40.7432100409642,"sand",7.12688383646309,0.00130360363982618,0.919765139464289
7,57.3030978115276,"sand",2.81724782311358,0.301580788800493,0.142506087431684
1,44.7508335812017,"rock",3.894235026557,0.806066015269607,0.49012735998258
2,47.540445830673,"sand",2.72861011279747,0.72121580131352,0.770103541435674
1,45.0877275550738,"rock",2.40681740245782,0.939756356878206,0.547253011725843
